Date,Prior,Open,High,Low,Close,Change,%Change,Average,Bid,Offer,AOM Volume (k.Shares),AOM Value (M.Baht),TR Volume (k.Shares),TR Value (M.Baht),Total Volume (k.Shares),Total Value (M.Baht),NVDR Buy Value (M.Baht),NVDR Sell Value (M.Baht),NVDR Net Value (M.Baht),P/E,PEG,P/BV,BVPS (Baht),%Dividend Yield,%12M Dividend Yield,Market Cap. (M.Baht),%Volume Turnover,ROI,Beta,Par (Baht),Listed Shares,Trading Sign,Benefit Sign
17/9/2018,149.5,148,148.5,145.5,147,-2.5,-1.672240803,146.983867,146.5,147,9025,1326.5294,35,5.145,9060.424,1331.736696,331.79495,493.8139025,-162.0189525,11.95,-,1.36,108,3.74000001,-,499133.4775,0.270000011,-,-,10,3395465833,-,-
14/9/2018,149.5,149.5,150,148.5,149.5,0,0,149.4221512,149,149.5,8820.3,1317.9482,-,-,8820.896,1318.037236,340.60875,173.375934,167.232816,12.16,-,1.38,108,3.680000067,-,507622.142,0.25999999,-,-,10,3395465833,-,-
13/9/2018,147,148,149.5,147.5,149.5,2.5,1.700680272,148.9145827,149,149.5,14659.2,2182.96865,-,-,14660.41,2183.148676,327.374597,191.504605,135.869992,12.16,-,1.38,108,3.680000067,-,507622.142,0.439999998,-,-,10,3395465833,-,-
12/9/2018,143.5,142.5,147.5,142,147,3.5,2.43902439,145.685189,146.5,147,8692.2,1266.3248,-,-,8693.112,1266.45785,159.986456,281.135995,-121.149539,11.95,-,1.36,108,3.74000001,-,499133.4775,0.25999999,-,-,10,3395465833,-,-
11/9/2018,145,145.5,146,143,143.5,-1.5,-1.034482759,144.8612386,143,143.5,4271,618.70235,-,-,4271.432,618.764315,159.7581,251.840926,-92.082826,11.67,-,1.33,108,3.829999924,-,487249.347,0.129999995,-,-,10,3395465833,-,-
10/9/2018,145.5,144.5,145.5,144,145,-0.5,-0.343642612,144.7893921,144.5,145,4513.6,653.5214,390,56.4525,4903.831,710.0072695,201.66125,241.9342,-40.27295,11.79,-,1.34,108,3.789999962,-,492342.5458,0.140000001,-,-,10,3395465833,-,-
7/9/2018,144.5,143.5,146,143,145.5,1,0.692041522,144.9023069,145,145.5,5665.7,820.973,-,-,5666.279,821.056886,134.0112,342.445306,-208.434106,11.83,-,1.35,108,3.779999971,-,494040.2787,0.170000002,-,-,10,3395465833,-,-
6/9/2018,141.5,142,145,141.5,144.5,3,2.120141343,143.0687982,144,144.5,7440.6,1064.5177,-,-,7441.348,1064.624774,294.333402,419.783818,-125.450416,11.75,-,1.34,108,3.809999943,-,490644.8129,0.219999999,-,-,10,3395465833,-,-
5/9/2018,145.5,144.5,145,141.5,141.5,-4,-2.749140893,143.0717484,141.5,142,7750,1108.80605,-,-,7751.162,1108.972667,285.103334,394.95084,-109.847506,11.51,-,1.31,108,3.890000105,-,480458.4154,0.230000004,-,-,10,3395465833,XD,XD
4/9/2018,146.5,145,146,144.5,145.5,-1,-0.682593857,145.2697903,145.5,146,4144.7,602.0997,3515.5,510.8384902,7660.642,1113.002384,239.4628345,216.0249402,23.4378943,11.83,-,1.35,108,3.779999971,-,494040.2787,0.230000004,-,-,10,3395465833,XD,XD
3/9/2018,148,147,147.5,145.5,146.5,-1.5,-1.013513514,146.4388243,146,146.5,6626,970.30365,3200,468.8,9826.871,1439.231156,155.55995,152.5945175,2.9654325,11.91,-,1.36,108,3.75,-,497435.7445,0.289999992,-,-,10,3395465833,-,-
31/8/2018,146.5,146,148,145.5,148,1.5,1.023890785,147.2290985,147.5,148,7332,1079.48375,3.1,0.4588,7335.578,1080.013027,540.498194,307.09367,233.404524,12.03,-,1.37,108,3.720000029,-,502528.9433,0.219999999,-,-,10,3395465833,-,-
30/8/2018,146,146.5,147.5,146.5,146.5,0.5,0.342465753,146.8600309,146,146.5,2327.3,341.78735,111.7,16.3849,2439.304,358.216615,156.2422,107.12937,49.11283,11.91,-,1.36,108,3.75,-,497435.7445,0.07,-,-,10,3395465833,-,-
29/8/2018,145.5,146,147,145.5,146,0.5,0.343642612,146.1871057,145.5,146,4025.8,588.52005,55.9,8.175375,4081.956,596.7329795,202.237342,119.191375,83.045967,11.87,-,1.35,108,3.769999981,-,495738.0116,0.180000007,-,-,10,3395465833,-,-
28/8/2018,147.5,147.5,148,145,145.5,-2,-1.355932203,146.3192242,145,145.5,5241.3,766.90295,-,-,5241.93,766.995163,82.76635,102.4335175,-19.6671675,11.83,-,1.35,108,3.779999971,-,494040.2787,0.159999996,-,-,10,3395465833,-,-
27/8/2018,147,147.5,148,146.5,147.5,0.5,0.340136054,147.4361138,147.5,148,5581.8,822.9589,-,-,5582.075,822.999377,107.25795,249.08675,-141.8288,11.99,-,1.37,108,3.730000019,-,500831.2104,0.159999996,-,-,10,3395465833,-,-
24/8/2018,147,146,147,146,147,0,0,146.5950778,146.5,147,3073.8,450.60395,-,-,3074.064,450.6424415,85.69855,88.599695,-2.901145,11.95,-,1.36,108,3.74000001,-,499133.4775,0.090000004,-,-,10,3395465833,-,-
23/8/2018,145,146,147.5,145.5,147,2,1.379310345,146.6663207,146.5,147,8190.2,1201.2265,2118.5,309.830625,10309.184,1511.127985,358.126285,217.408295,140.71799,11.95,-,1.36,108,3.74000001,-,499133.4775,0.300000012,-,-,10,3395465833,-,-
22/8/2018,144.5,144.5,146,144.5,145,0.5,0.346020761,145.3029699,145,145.5,2757.7,400.702,-,-,2758.224,400.7780665,54.00325,123.1273195,-69.1240695,11.79,-,1.32,109.73,3.789999962,-,492342.5458,0.079999998,-,-,10,3395465833,-,-
21/8/2018,146,145,146,144,144.5,-1.5,-1.02739726,144.8880286,144.5,145,8111,1175.1868,329.9,47.7985512,8441.426,1223.061618,104.0768375,295.09645,-191.0196125,11.53,-,1.32,109.73,3.809999943,-,490644.8129,0.25,-,-,10,3395465833,-,-
20/8/2018,144,144,146,144,146,2,1.388888889,145.3326652,145.5,146,4215.5,612.64985,200,28.95,4416.126,641.6903975,60.8382605,197.160906,-136.3226455,11.65,-,1.33,109.73,3.769999981,-,495738.0116,0.129999995,-,-,10,3395465833,-,-
