Date,Prior,Open,High,Low,Close,Change,%Change,Average,Bid,Offer,AOM Volume (k.Shares),AOM Value (M.Baht),TR Volume (k.Shares),TR Value (M.Baht),Total Volume (k.Shares),Total Value (M.Baht),NVDR Buy Value (M.Baht),NVDR Sell Value (M.Baht),NVDR Net Value (M.Baht),P/E,PEG,P/BV,BVPS (Baht),%Dividend Yield,%12M Dividend Yield,Market Cap. (M.Baht),%Volume Turnover,ROI,Beta,Par (Baht),Listed Shares,Trading Sign,Benefit Sign
25/4/2019,49.5,49.5,49.75,49.25,49.5,0,0,49.53303745,49.5,49.75,36027.3,1784.5416,-,-,36029.771,1784.664157,160.6658075,389.8125103,-229.1467028,11.81,-1.03,1.62,30.64,4.039999962,4.04,1413868.314,0.129999995,-,-,1,28562996250,-,-
24/4/2019,49.5,50,50.25,49.5,49.5,0,0,49.76184207,49.5,49.75,66025.2,3285.535575,85.7,4.2657175,66112.973,3289.90437,368.4037175,438.938169,-70.5344515,11.81,-1.03,1.62,30.64,4.039999962,4.04,1413868.314,0.230000004,-,-,1,28562996250,-,-
23/4/2019,49.25,49.25,50,49.25,49.5,0.25,0.507614213,49.66898254,49.5,49.75,59826.3,2971.51145,-,-,59829.719,2971.681289,327.027925,401.19825,-74.170325,11.81,-1.03,1.62,30.64,4.039999962,4.04,1413868.314,0.209999993,-,-,1,28562996250,-,-
22/4/2019,48.5,48.5,49.5,48.5,49.25,0.75,1.546391753,49.11013706,49.25,49.5,85567.7,4202.241475,-,-,85570.924,4202.399925,258.9412638,517.203325,-258.2620613,11.75,-1.03,1.61,30.64,4.059999943,4.06,1406727.565,0.300000012,-,-,1,28562996250,-,-
19/4/2019,48.75,48.5,48.75,48.5,48.5,-0.25,-0.512820513,48.61447016,48.5,48.75,9213.1,447.889975,10,0.485,9224.336,448.4351905,62.6153065,63.7397375,-1.124431,11.57,-1.01,1.58,30.64,4.119999886,4.12,1385305.318,0.029999999,-,-,1,28562996250,-,-
18/4/2019,48.5,48.75,48.75,48.25,48.75,0.25,0.515463918,48.620923,48.5,48.75,26839.6,1304.966125,218.3,10.6581755,27059.213,1315.688058,218.5945713,127.112475,91.48209625,11.63,-1.01,1.59,30.64,4.099999905,4.1,1392446.067,0.090000004,-,-,1,28562996250,-,-
17/4/2019,48,48.25,48.75,48,48.5,0.5,1.041666667,48.4162596,48.5,48.75,80575.8,3901.17885,415.9,20.04009,80993.625,3921.311982,818.6728965,577.7970025,240.875894,11.57,-1.01,1.58,30.64,4.119999886,4.12,1385305.318,0.280000001,-,-,1,28562996250,-,-
12/4/2019,48.25,48.25,48.5,48,48,-0.25,-0.518134715,48.12544043,48,48.25,20434.8,983.43375,-,-,20435.992,983.4911818,172.91445,95.55524125,77.35920875,11.46,-1,1.57,30.64,4.170000076,4.17,1371023.82,0.07,-,-,1,28562996250,-,-
11/4/2019,48.25,48.25,48.5,48,48.25,0,0,48.26979251,48,48.25,21735.5,1049.168075,-,-,21736.401,1049.211717,224.9926588,148.8076233,76.1850355,11.52,-1,1.57,30.64,4.150000095,4.15,1378164.569,0.079999998,-,-,1,28562996250,-,-
10/4/2019,48,48,48.5,48,48.25,0.25,0.520833333,48.2149177,48.25,48.5,47147,2273.188725,1593.1,76.82358337,48741.906,2350.09937,516.2673285,320.1470998,196.1202288,11.52,-1,1.57,30.64,4.150000095,4.15,1378164.569,0.170000002,-,-,1,28562996250,-,-
9/4/2019,47.75,47.75,48.25,47.75,48,0.25,0.523560209,47.98106565,48,48.25,41015.4,1967.9626,-,-,41018.247,1968.099178,226.3463083,364.6778743,-138.331566,11.46,-1,1.57,30.64,4.170000076,4.17,1371023.82,0.150000006,-,-,1,28562996250,-,-
5/4/2019,48,48,48.25,47.5,47.75,-0.25,-0.520833333,47.79502697,47.75,48,28256.4,1350.5154,96.1,4.588775,28355.241,1355.235314,129.6560325,225.1938875,-95.537855,11.4,-0.99,1.56,30.64,4.190000057,4.19,1363883.071,0.100000001,-,-,1,28562996250,-,-
4/4/2019,48.25,48.25,48.25,47.75,48,-0.25,-0.518134715,48.0387401,48,48.25,26875.9,1291.084375,-,-,26877.792,1291.175312,187.15498,364.561513,-177.406533,11.46,-1,1.57,30.64,4.170000076,4.17,1371023.82,0.090000004,-,-,1,28562996250,-,-
3/4/2019,48,48.25,48.5,47.75,48.25,0.25,0.520833333,48.08380177,48.25,48.5,62638,3011.873175,1242,59.64625,63881.496,3071.591435,448.6769353,411.726145,36.95079025,11.52,-1,1.57,30.64,4.150000095,4.15,1378164.569,0.219999999,-,-,1,28562996250,-,-
2/4/2019,48,48.25,48.5,48,48,0,0,48.16853616,48,48.25,34675.2,1670.253625,-,-,34676.699,1670.32594,322.1205575,272.7270983,49.39345925,11.46,-1,1.57,30.64,4.170000076,4.17,1371023.82,0.119999997,-,-,1,28562996250,-,-
1/4/2019,48,48.25,48.5,48,48,0,0,48.20493583,48,48.25,42727.4,2059.671575,1130.9,54.4881,43859.715,2114.228028,371.087725,363.45195,7.635775,11.46,-1,1.57,30.64,4.170000076,4.17,1371023.82,0.150000006,-,-,1,28562996250,-,-
29/3/2019,47.5,47.75,48,47.5,48,0.5,1.052631579,47.89026441,47.75,48,31394.1,1503.47175,150,7.1625,31545.322,1510.692858,383.650701,385.9397898,-2.28908875,11.46,-1,1.57,30.64,4.170000076,4.17,1371023.82,0.109999999,-,-,1,28562996250,-,-
28/3/2019,47.5,47.25,47.75,47,47.5,0,0,47.42385918,47.5,47.75,45521.9,2158.824175,-,-,45523.803,2158.914501,365.6607725,464.195839,-98.5350665,11.34,-0.99,1.55,30.64,4.210000038,4.21,1356742.322,0.159999996,-,-,1,28562996250,-,-
27/3/2019,48,47.75,48,47.25,47.5,-0.5,-1.041666667,47.55812719,47.5,47.75,59392.6,2824.600825,468.1,22.351775,59864.248,2847.121874,280.8487,636.893945,-356.045245,11.34,-0.99,1.55,30.64,4.210000038,4.21,1356742.322,0.209999993,-,-,1,28562996250,-,-
26/3/2019,47.75,48,48.25,47.5,48,0.25,0.523560209,47.81460691,47.75,48,48308.3,2309.842375,-,-,48310.393,2309.942581,241.2596125,578.642694,-337.3830815,11.46,-1,1.57,30.64,4.170000076,4.17,1371023.82,0.170000002,-,-,1,28562996250,-,-
25/3/2019,48.75,48.25,48.5,47.5,47.75,-1,-2.051282051,47.91212429,47.75,48,75544.2,3619.4831,-,-,75548.377,3619.683629,320.0185913,868.6892335,-548.6706423,11.4,-0.99,1.56,30.64,4.190000057,4.19,1363883.071,0.25999999,-,-,1,28562996250,-,-
22/3/2019,48.25,48.75,49.25,48.5,48.75,0.5,1.03626943,48.83545674,48.5,48.75,46427,2267.28375,-,-,46428.724,2267.36771,458.725075,252.283642,206.441433,11.63,-1.01,1.59,30.64,4.099999905,4.1,1392446.067,0.159999996,-,-,1,28562996250,-,-
21/3/2019,48.25,48.25,48.75,48.25,48.25,0,0,48.46622825,48.25,48.5,47539,2304.036025,20,0.965,47560.225,2305.060356,422.9232735,347.2494253,75.67384825,11.52,-1,1.57,30.64,4.150000095,4.15,1378164.569,0.170000002,-,-,1,28562996250,-,-
20/3/2019,48.5,48.5,48.75,48,48.25,-0.25,-0.515463918,48.37697683,48,48.25,37376.7,1808.17175,-,-,37378.001,1808.234746,222.849259,420.86674,-198.017481,11.52,-1,1.57,30.64,4.150000095,4.15,1378164.569,0.129999995,-,-,1,28562996250,-,-
19/3/2019,47.75,47.75,48.75,47.75,48.5,0.75,1.570680628,48.34349755,48.25,48.5,40416.3,1953.8653,-,-,40417.867,1953.940979,512.6802545,205.6171,307.0631545,11.57,-1.01,1.58,30.64,4.119999886,4.12,1385305.318,0.140000001,-,-,1,28562996250,-,-
18/3/2019,48.25,48.25,48.5,47.5,47.75,-0.5,-1.03626943,47.84470808,47.5,47.75,50423.1,2412.4785,128,6.144,50552.549,2418.692024,300.851625,381.3223998,-80.47077475,11.4,-0.99,1.56,30.64,4.190000057,4.19,1363883.071,0.180000007,-,-,1,28562996250,-,-
15/3/2019,48,48.25,48.5,47.75,48.25,0.25,0.520833333,48.11846497,48,48.25,67054,3226.53555,197.7,9.539025,67253.462,3236.159211,1429.655427,680.4905435,749.164883,11.52,-1,1.57,30.64,4.150000095,4.15,1378164.569,0.239999995,-,-,1,28562996250,-,-
14/3/2019,47.75,48,48.5,47.75,48,0.25,0.523560209,48.15350851,48,48.25,47689.7,2296.426375,-,-,47692.292,2296.551151,716.1132783,402.5320275,313.5812508,11.46,-1,1.57,30.64,4.170000076,4.17,1371023.82,0.170000002,-,-,1,28562996250,-,-
13/3/2019,47.25,47.25,47.75,46.75,47.75,0.5,1.058201058,47.27671733,47.5,47.75,50919.2,2407.292625,-,-,50922.003,2407.425189,333.3594,532.315725,-198.956325,11.4,-0.99,1.56,30.64,4.190000057,4.19,1363883.071,0.180000007,-,-,1,28562996250,-,-
12/3/2019,47.25,47.5,47.75,47.25,47.25,0,0,47.40996933,47.25,47.5,34074.5,1615.471,705.9,33.525025,34782.058,1649.074865,121.4765123,588.3199,-466.8433878,11.28,-0.98,1.54,30.64,4.230000019,4.23,1349601.573,0.119999997,-,-,1,28562996250,-,-
11/3/2019,47.5,47.5,48,47.25,47.25,-0.25,-0.526315789,47.50203095,47.25,47.5,34589.7,1643.081,-,-,34593.083,1643.242077,228.3874715,325.12745,-96.7399785,11.28,-0.98,1.54,30.64,4.230000019,4.23,1349601.573,0.119999997,-,-,1,28562996250,-,-
8/3/2019,47.75,47.75,48,47.25,47.5,-0.25,-0.523560209,47.58477401,47.5,47.75,42416.3,2018.37005,750,35.63125,43170.14,2054.184246,262.4125865,474.7215375,-212.308951,11.34,-0.99,1.55,30.64,4.210000038,4.21,1356742.322,0.150000006,-,-,1,28562996250,-,-
7/3/2019,47.5,47.5,48,47.25,47.75,0.25,0.526315789,47.68323537,47.75,48,45868.6,2187.16325,-,-,45870.954,2187.275662,459.0101578,421.153836,37.85632175,11.4,-0.99,1.56,30.64,4.190000057,4.19,1363883.071,0.159999996,-,-,1,28562996250,XD,XD
6/3/2019,48.75,48,48,47.5,47.5,-1.25,-2.564102564,47.74941143,47.5,47.75,39502.4,1886.21635,28420.7,1358.98325,67925.6,3245.319387,91.395601,397.6365925,-306.2409915,11.34,-0.99,1.55,30.64,4.210000038,4.21,1356742.322,0.239999995,-,-,1,28562996250,XD,XD
5/3/2019,48.75,48.5,49,48.5,48.75,0,0,48.74970946,48.75,49,40786.1,1988.310525,28000,1364.5,68787.576,3352.882674,266.319494,573.92502,-307.605526,11.63,-1.01,1.59,30.64,4.099999905,4.1,1392446.067,0.239999995,-,-,1,28562996250,-,-
4/3/2019,48.75,48.5,49,48.25,48.75,0,0,48.59584077,48.5,48.75,42714.6,2075.7519,-,-,42717.54,2075.89486,392.5133238,532.614277,-140.1009533,11.63,-1.01,1.59,30.64,4.099999905,4.1,1392446.067,0.150000006,-,-,1,28562996250,-,-
1/3/2019,48.5,48.5,48.75,48.25,48.75,0.25,0.515463918,48.52547268,48.5,48.75,50324.5,2442.02015,600,29.25,50926.325,2471.358929,651.37658,411.608757,239.767823,11.63,-1.01,1.59,30.64,4.099999905,4.1,1392446.067,0.180000007,-,-,1,28562996250,-,-
28/2/2019,49.25,49.25,49.5,48.5,48.5,-0.75,-1.52284264,48.78720447,48.5,48.75,74772.6,3647.946125,166.5,8.1230688,74942.285,3656.225341,530.0786428,706.2013188,-176.122676,11.57,-1.01,1.58,30.64,4.119999886,4.12,1385305.318,0.270000011,-,-,1,28562996250,-,-
27/2/2019,49,49,49.5,48.75,49.25,0.25,0.510204082,49.10026696,49.25,49.5,36652.9,1799.667175,137.9,6.791575,36793.212,1806.577143,287.4399193,218.841709,68.59821025,11.75,-1.03,1.61,30.64,4.059999943,4.06,1406727.565,0.129999995,-,-,1,28562996250,-,-
26/2/2019,49.75,49.5,49.5,49,49,-0.75,-1.507537688,49.20057632,49,49.25,56262.5,2768.147425,-,-,56265.093,2768.275195,461.9455463,687.0380113,-225.092465,11.69,-1.02,1.6,30.64,4.079999924,4.08,1399586.816,0.200000003,-,-,1,28562996250,-,-
25/2/2019,49.25,49.5,50,49.25,49.75,0.5,1.015228426,49.73375527,49.5,49.75,66032.2,3284.029275,-,-,66035.639,3284.200281,563.7294,465.9848075,97.7445925,11.87,-1.04,1.62,30.64,4.019999981,4.02,1421009.063,0.230000004,-,-,1,28562996250,-,-
22/2/2019,48.75,48.5,49.5,48.25,49.25,0.5,1.025641026,48.88819312,49,49.25,54555.9,2667.139375,-,-,54558.922,2667.287119,649.0238738,591.7594905,57.26438325,11.75,-1.03,1.65,29.94,4.059999943,4.06,1406727.565,0.189999998,-,-,1,28562996250,-,-
21/2/2019,49,49,49.25,48.75,48.75,-0.25,-0.510204082,48.97779749,48.75,49,39701.6,1944.496925,68.3,3.36394575,39771.601,1947.94419,411.903057,214.335369,197.567688,10.28,0.74,1.63,29.94,4.099999905,4.1,1392446.067,0.140000001,-,-,1,28562996250,-,-
20/2/2019,48.5,48.25,49,48.25,49,0.5,1.030927835,48.66709708,48.75,49,54250.8,2640.22895,-,-,54253.236,2640.347022,622.48151,366.3221258,256.1593843,10.33,0.74,1.64,29.94,4.079999924,4.08,1399586.816,0.189999998,-,-,1,28562996250,-,-
